



































scaled width365          scaled height 110
Time is: 484 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 485 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 486 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 487 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 488 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 489 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 490 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 491 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 492 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 492 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 493 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 494 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 495 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 496 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 497 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 497 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 498 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 499 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 499 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 500 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 500 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 500 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 500 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 501 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 501 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 502 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 502 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 503 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 503 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 504 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 504 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 504 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 504 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 504 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 505 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 506 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 506 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 506 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 507 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 507 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 508 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 508 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 508 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 508 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 509 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 509 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 510 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 510 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 511 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 512 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 512 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 513 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 513 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 514 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 514 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 515 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 515 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 516 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 516 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 517 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 517 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 517 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 518 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 519 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 519 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 520 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 521 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 522 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 523 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 523 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 523 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 524 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 525 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 525 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 526 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 527 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 528 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 528 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 529 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 530 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 531 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 532 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 533 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 534 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 534 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 535 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 536 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 537 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 537 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 538 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 538 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 539 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 539 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 539 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 540 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 540 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 540 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 540 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 540 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 541 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 542 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 543 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 544 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 545 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 545 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 546 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 547 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 548 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 548 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 549 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 550 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 551 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 552 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 553 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 555 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 555 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 556 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 557 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 557 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 558 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 559 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 560 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 560 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 561 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 561 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 561 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 562 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 563 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 563 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 564 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 564 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 565 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 566 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 567 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 568 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 568 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 569 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 570 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 571 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 572 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 572 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 572 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 573 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 574 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 575 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 575 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 575 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 576 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 576 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 576 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 576 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 577 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 577 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 577 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 578 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 579 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 580 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 580 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 581 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 582 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 583 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 584 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 584 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 585 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 586 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 587 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 588 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 589 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 590 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 591 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 592 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 592 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 593 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 593 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 594 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 594 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 594 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 594 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 594 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 594 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 595 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 596 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 597 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 597 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 598 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 599 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 600 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 600 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 600 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 600 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 600 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 601 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 602 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 603 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 603 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 603 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 604 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 604 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 604 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 604 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 605 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 605 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 605 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 606 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 606 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 606 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 606 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 607 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 607 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 608 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 608 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 609 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 610 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 610 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 611 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 611 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 611 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 612 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 612 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 613 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 614 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 615 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 616 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 616 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 616 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 616 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 617 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 618 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 619 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 620 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 620 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 621 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 622 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 623 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 624 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 625 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 626 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 627 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 628 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 629 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 630 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 631 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 631 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 631 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 632 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 632 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 633 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 634 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 635 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 635 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 636 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 636 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 637 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 637 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 638 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 639 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 640 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 641 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 642 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 643 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 643 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 644 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 645 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 646 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 647 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 648 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 649 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 649 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 650 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 651 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 652 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 653 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 654 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 655 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 656 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 657 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 658 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 659 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 659 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 660 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 660 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 661 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 662 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 662 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 663 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 664 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 665 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 666 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 667 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 668 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 668 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 669 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 670 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 671 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 672 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 673 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 674 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 675 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 675 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 676 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 676 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 677 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 677 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 678 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 678 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 679 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 679 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 680 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 680 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 681 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 681 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 681 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 681 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 682 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 682 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 682 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 682 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 683 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 683 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 684 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 684 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 684 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 685 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 685 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 686 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 687 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 688 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 689 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 690 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 691 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 692 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 692 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 692 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 693 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 693 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 693 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 694 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 695 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 696 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 697 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 698 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 699 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 699 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 700 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 701 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 702 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 703 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 704 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 704 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 706 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 707 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 708 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 708 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 709 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 709 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 710 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 710 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 711 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 712 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 713 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 713 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 714 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 715 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 716 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 717 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 718 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 719 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 719 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 719 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 720 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 721 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 722 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 722 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 723 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 723 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 724 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 724 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 725 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 726 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 726 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 727 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 727 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 728 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 728 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 729 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 729 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 730 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
Time is: 731 msmax kept is : 1000
HEREEEEEEEEEEEEEEE
